Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,Unnamed: 11,Num Isolation Beds,Num ICU Beds,Num Ventilators,Total PPE,Total N95 Masks,Corona Enquiry Calls,Num Calls State Helpline,Source1,Unnamed: 20,Source2,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection
15/05/2020,Assam,28178.0,Tested,86.0,25431.0,,,,,,,3338.0,595.0,332.0,,,,26326.0,https://twitter.com/nhm_assam/status/1261333665562398722?s=19,,,0.31%,0.82,822.0,328.0,34293000.0
16/05/2020,Assam,31276.0,Tested,91.0,28332.0,,,,,,,3338.0,595.0,332.0,,,,26998.0,https://twitter.com/nhm_assam/status/1261711015596756992?s=19,,https://t.me/indiacovid/4901?single,0.29%,0.91,912.0,344.0,34293000.0
17/05/2020,Assam,34376.0,Tested,97.0,32035.0,,,,,,,3338.0,595.0,332.0,,,,26998.0,https://twitter.com/nhm_assam/status/1262045284873338887?s=19,,,0.28%,1.0,1002.0,354.0,34293000.0
18/05/2020,Assam,37898.0,Tested,106.0,35159.0,,,,,,,3338.0,595.0,332.0,,,,27849.0,https://t.me/indiacovid/5078?single,,,0.28%,1.11,1105.0,358.0,34293000.0
19/05/2020,Assam,41116.0,Tested,141.0,38138.0,,,,,,,3338.0,595.0,332.0,,,,28728.0,https://twitter.com/nhm_assam/status/1262787100228886530,,,0.34%,1.2,1199.0,292.0,34293000.0
20/05/2020,Assam,47084.0,Tested,170.0,42729.0,,,,,,,3338.0,595.0,332.0,,,,29947.0,https://twitter.com/nhm_assam/status/1263137328869998592,,,0.36%,1.37,1373.0,277.0,34293000.0
21/05/2020,Assam,51730.0,Tested,203.0,46442.0,,,,,,,3338.0,595.0,332.0,,,,30549.0,https://twitter.com/nhm_assam/status/1263506782728515586,,,0.39%,1.51,1508.0,255.0,34293000.0
22/05/2020,Assam,55791.0,Tested,259.0,50450.0,,,,,,,3338.0,595.0,332.0,,,,31245.0,https://twitter.com/nhm_assam/status/1263867748083314688?s=19,,,0.46%,1.63,1627.0,215.0,34293000.0
23/05/2020,Assam,60405.0,Tested,329.0,54185.0,,,,,,,3338.0,595.0,332.0,,,,32102.0,https://twitter.com/nhm_assam/status/1264220889811476481?s=19,,,,,,,
24/05/2020,Assam,66444.0,Tested,378.0,58972.0,,,,,,,3338.0,595.0,332.0,,,,32942.0,https://twitter.com/nhm_assam/status/1264598647439863808?s=19,,,,,,,
25/05/2020,Assam,70029.0,Tested,526.0,62244.0,,,,,,,3338.0,595.0,332.0,,,,33849.0,https://twitter.com/nhm_assam/status/1264971711889453064?s=19,,,,,,,
26/05/2020,Assam,72654.0,Tested,616.0,66562.0,,,,,,,3338.0,595.0,332.0,,,,42489.0,https://twitter.com/nhm_assam/status/1265318571728666626?s=19,,,,,,,
27/05/2020,Assam,,,,,,,,,,,,,,,,,,,,,,,,,
05/04/2020,Bihar,3037.0,Tested,32.0,2299.0,706.0,,,,,,,,,,,,,https://twitter.com/sanjayjavin/status/1246667952054665216,,,1.05%,0.03,25.0,95.0,119520000.0
05/04/2020,Bihar,3037.0,Tested,32.0,2299.0,706.0,,,,,,,,,,,,,,,,1.05%,0.03,25.0,95.0,119520000.0
08/04/2020,Bihar,4596.0,Tested,38.0,,465.0,,,,,,,,,,,,,https://twitter.com/sanjayjavin/status/1247762894063677440,,,0.83%,0.04,38.0,121.0,119520000.0
09/04/2020,Bihar,4991.0,Tested,43.0,,394.0,,,,,,,,,,,,,https://twitter.com/BiharHealthDept/status/1248176830856626176/photo/1,,,0.86%,0.04,42.0,116.0,119520000.0
10/04/2020,Bihar,5457.0,Tested,60.0,,673.0,,,,,,,,,,,,,https://twitter.com/BiharHealthDept/status/1248494623409885184/photo/1,,,1.10%,0.05,46.0,91.0,119520000.0
11/04/2020,Bihar,6250.0,Tested,61.0,,,,,,,,2344.0,116.0,50.0,,,,51075.0,https://twitter.com/BiharHealthDept/status/1248845966158905345?s=19,,https://twitter.com/BiharHealthDept/status/1248964845371674625?s=09,0.98%,0.05,52.0,102.0,119520000.0
12/04/2020,Bihar,6703.0,Tested,64.0,,618.0,,,,,,2344.0,116.0,50.0,,,,,https://twitter.com/sanjayjavin/status/1249203228178296832?s=20,,,0.95%,0.06,56.0,105.0,119520000.0
13/04/2020,Bihar,7263.0,Tested,65.0,,41.0,,,,,,2344.0,116.0,50.0,,,,,https://t.me/indiacovid/2178?single,,,0.89%,0.06,61.0,112.0,119520000.0
14/04/2020,Bihar,7727.0,Tested,62.0,,472.0,,,,,,2344.0,116.0,50.0,,,,,https://twitter.com/sanjayjavin/status/1249928292519432192?s=09,,,0.80%,0.06,65.0,125.0,119520000.0
15/04/2020,Bihar,8263.0,Tested,66.0,,565.0,,,,,,2344.0,116.0,50.0,,,,40380.0,https://twitter.com/sanjayjavin/status/1250296101350957058?s=09,,https://twitter.com/SHSBihar/status/1250345699780096001?s=09,0.80%,0.07,69.0,125.0,119520000.0
16/04/2020,Bihar,8846.0,Tested,72.0,,607.0,,,,,,2344.0,116.0,50.0,,,,,https://twitter.com/BiharHealthDept/status/1250667064571785216?s=09,,,0.81%,0.07,74.0,123.0,119520000.0
17/04/2020,Bihar,9486.0,Tested,83.0,,510.0,,,,,,2344.0,116.0,50.0,,,,,https://twitter.com/sanjayjavin/status/1251023696354881537,,,0.87%,0.08,79.0,114.0,119520000.0
18/04/2020,Bihar,10130.0,Tested,85.0,,512.0,,735.0,Centre,,,2344.0,116.0,50.0,,,,43152.0,https://twitter.com/BiharHealthDept/status/1251491112855973895,,https://twitter.com/SHSBihar/status/1251437221179060224?s=09,0.84%,0.08,85.0,119.0,119520000.0
19/04/2020,Bihar,10745.0,Tested,92.0,,644.0,,700.0,Centre,,,2344.0,116.0,50.0,,,,,https://t.me/indiacovid/2664?single,,,0.86%,0.09,90.0,117.0,119520000.0
20/04/2020,Bihar,11319.0,Tested,96.0,,490.0,,802.0,Centre,,,2344.0,116.0,50.0,,,,,https://twitter.com/BiharHealthDept/status/1252218091712524289,,,0.85%,0.09,95.0,118.0,119520000.0
21/04/2020,Bihar,11999.0,Tested,115.0,,998.0,,693.0,Centre,,,2344.0,116.0,50.0,,,,,https://twitter.com/BiharHealthDept/status/1252564363044704256,,,0.96%,0.1,100.0,104.0,119520000.0
22/04/2020,Bihar,12978.0,Tested,136.0,,1005.0,,748.0,Centre,,,2344.0,116.0,50.0,,,,,https://mobile.twitter.com/BiharHealthDept/status/1252933211488993280,,,1.05%,0.11,109.0,95.0,119520000.0
23/04/2020,Bihar,13785.0,Tested,148.0,,1240.0,,768.0,Centre,,,2344.0,116.0,50.0,,,,,https://twitter.com/BiharHealthDept/status/1253330396726480901?s=19,,,1.07%,0.12,115.0,93.0,119520000.0
24/04/2020,Bihar,14924.0,Tested,176.0,,1000.0,,,,,,2344.0,116.0,50.0,,,,,https://twitter.com/sanjayjavin/status/1253554587811774465?s=19,,https://twitter.com/BiharHealthDept/status/1254045733969330178,1.18%,0.12,125.0,85.0,119520000.0
25/04/2020,Bihar,15885.0,Tested,238.0,,898.0,,1255.0,Centre,,,2344.0,116.0,50.0,,,,,https://t.me/indiacovid/3178,,,1.50%,0.13,133.0,67.0,119520000.0
26/04/2020,Bihar,17041.0,Tested,255.0,,1018.0,,1427.0,Centre,,,2344.0,116.0,50.0,,,,,https://twitter.com/BiharHealthDept/status/1254402408664363008?s=20,,,1.50%,0.14,143.0,67.0,119520000.0
27/04/2020,Bihar,18179.0,Tested,328.0,,1656.0,,1614.0,Centre,,,2344.0,116.0,50.0,,,,,https://twitter.com/BiharHealthDept/status/1254741773257248769,,,1.80%,0.15,152.0,55.0,119520000.0
28/04/2020,Bihar,19790.0,Tested,346.0,,1884.0,,,,,,,,,,,,,https://twitter.com/BiharHealthDept/status/1255002059994210304,,,1.75%,0.17,166.0,57.0,119520000.0
29/04/2020,Bihar,21180.0,Tested,383.0,,1948.0,,2133.0,Centre,,,2344.0,116.0,50.0,,,,,https://twitter.com/BiharHealthDept/status/1255508656205950976?s=19,,,1.81%,0.18,177.0,55.0,119520000.0
30/04/2020,Bihar,22672.0,Tested,409.0,,1991.0,,2154.0,Centre,,,2344.0,116.0,50.0,,,,,https://twitter.com/BiharHealthDept/status/1255823491133292545,,,1.80%,0.19,190.0,55.0,119520000.0
01/05/2020,Bihar,24118.0,Tested,466.0,,2326.0,,2156.0,Centre,,,2344.0,116.0,50.0,,,,,https://twitter.com/BiharHealthDept/status/1256207916274720769?s=20,,,1.93%,0.2,202.0,52.0,119520000.0
02/05/2020,Bihar,25724.0,Tested,476.0,,2250.0,,2112.0,Centre,,,2344.0,116.0,50.0,,,,,https://twitter.com/BiharHealthDept/status/1256541420544024582?s=19,,https://twitter.com/BiharHealthDept/status/1256473162583281666?s=19,1.85%,0.22,215.0,54.0,119520000.0
03/05/2020,Bihar,26951.0,Tested,485.0,,1346.0,,2343.0,Centre,,,2344.0,116.0,50.0,,,,,https://twitter.com/BiharHealthDept/status/1256919058374590464?s=19,,https://twitter.com/BiharHealthDept/status/1256829872409686016?s=19,1.80%,0.23,225.0,56.0,119520000.0
04/05/2020,Bihar,28345.0,Tested,525.0,,527.0,,1803.0,Centre,,,2344.0,116.0,50.0,,,,,https://twitter.com/BiharHealthDept/status/1257290178265219074,,https://twitter.com/sanjayjavin/status/1257177930700132353?s=19,1.85%,0.24,237.0,54.0,119520000.0
05/05/2020,Bihar,28791.0,Tested,529.0,,547.0,,1481.0,Centre,,,2344.0,116.0,50.0,,,,,https://twitter.com/BiharHealthDept/status/1257622689050656768?s=20,,https://twitter.com/sanjayjavin/status/1257551487674322944?s=19,1.84%,0.24,241.0,54.0,119520000.0
06/05/2020,Bihar,29328.0,Tested,539.0,,464.0,,1425.0,Centre,,,2344.0,116.0,50.0,,,,,https://twitter.com/BiharHealthDept/status/1257989196540547072?s=20,,https://twitter.com/sanjayjavin/status/1257909230872539137?s=09,1.84%,0.25,245.0,54.0,119520000.0
07/05/2020,Bihar,29841.0,Tested,547.0,,701.0,,1466.0,Centre,,,2344.0,116.0,50.0,,,,,https://twitter.com/BiharHealthDept/status/1258347711755104258?s=19,,https://twitter.com/BiharHealthDept/status/1258294411605098502?s=19,1.83%,0.25,250.0,55.0,119520000.0
08/05/2020,Bihar,30320.0,Tested,564.0,,1007.0,,1995.0,Centre,,,2344.0,116.0,50.0,,,,,https://twitter.com/BiharHealthDept/status/1258741538051538944?s=19,,https://twitter.com/sanjayjavin/status/1258643211679084544?s=19,1.86%,0.25,254.0,54.0,119520000.0
09/05/2020,Bihar,31552.0,Tested,585.0,,1831.0,,2094.0,Centre,,,2344.0,116.0,50.0,,,,,https://twitter.com/BiharHealthDept/status/1259082646530994177/photo/2,,https://twitter.com/sanjayjavin/status/1258992256561958913?s=09,1.85%,0.26,264.0,54.0,119520000.0
10/05/2020,Bihar,32670.0,Tested,653.0,,2099.0,,2244.0,Centre,,,2344.0,116.0,50.0,,,,,https://twitter.com/SHSBihar/status/1259472954938753024?s=19,,https://twitter.com/sanjayjavin/status/1259358836130869248?s=19,2.00%,0.27,273.0,50.0,119520000.0
11/05/2020,Bihar,34662.0,Tested,714.0,,2417.0,,2204.0,Centre,,,2344.0,116.0,50.0,,,,,https://twitter.com/SHSBihar/status/1259822193531224064,,https://twitter.com/sanjayjavin/status/1259716677639581700?s=19,2.06%,0.29,290.0,49.0,119520000.0
12/05/2020,Bihar,37430.0,Tested,796.0,,2673.0,,2376.0,Centre,,,2344.0,116.0,50.0,,,,,https://twitter.com/SHSBihar/status/1260170113812070401,,https://twitter.com/sanjayjavin/status/1260091241833758722,2.13%,0.31,313.0,47.0,119520000.0
13/05/2020,Bihar,39149.0,Tested,909.0,,2604.0,,2587.0,Centre,,,2344.0,116.0,50.0,162851.0,42917.0,,,https://twitter.com/SHSBihar/status/1260532080099786752,,https://twitter.com/sanjayjavin/status/1260443949866586116,2.32%,0.33,328.0,43.0,119520000.0
14/05/2020,Bihar,40782.0,Tested,970.0,,2102.0,,2690.0,Centre,,,2344.0,116.0,50.0,,,,,https://twitter.com/SHSBihar/status/1260898008322830336,,https://twitter.com/sanjayjavin/status/1260804741132464128,2.38%,0.34,341.0,42.0,119520000.0
15/05/2020,Bihar,42645.0,Tested,1010.0,,1707.0,,2551.0,Centre,,,2344.0,116.0,50.0,,,,,https://twitter.com/SHSBihar/status/1261275578952331270,,https://twitter.com/sanjayjavin/status/1261170726431674368,2.37%,0.36,357.0,42.0,119520000.0
16/05/2020,Bihar,44340.0,Tested,1083.0,,1749.0,,4938.0,Centre,,,2344.0,116.0,50.0,,,,,https://twitter.com/SHSBihar/status/1261617898499403776?s=09,,https://twitter.com/sanjayjavin/status/1261559042805301248?s=09,2.44%,0.37,371.0,41.0,119520000.0
17/05/2020,Bihar,45729.0,Tested,1193.0,,2602.0,,5205.0,Centre,,,2344.0,116.0,50.0,143572.0,34757.0,,,https://twitter.com/SHSBihar/status/1261979327413051393?s=19,,https://twitter.com/sanjayjavin/status/1261904932560670722?s=19,2.61%,0.38,383.0,38.0,119520000.0
18/05/2020,Bihar,46996.0,Tested,1391.0,,3300.0,,,,,,,,,,,,,https://twitter.com/SHSBihar/status/1262366043290439681,,,2.96%,0.39,393.0,34.0,119520000.0
19/05/2020,Bihar,50563.0,Tested,1495.0,,3560.0,,,,,,,,,,,,,https://twitter.com/SHSBihar/status/1262719669024292864,,,2.96%,0.42,423.0,34.0,119520000.0
20/05/2020,Bihar,53361.0,Tested,1607.0,,3849.0,,,,,,,,,,,,,https://twitter.com/BiharHealthDept/status/1263072534955806722?s=19,,https://twitter.com/BiharHealthDept/status/1262995266472480770?s=19,3.01%,0.45,446.0,33.0,119520000.0
21/05/2020,Bihar,55692.0,Tested,1881.0,,,,,,,,,,,,,,,https://twitter.com/SHSBihar/status/1263446215896727554,,,3.38%,0.47,466.0,30.0,119520000.0
22/05/2020,Bihar,58481.0,Tested,2098.0,,3311.0,,,,,,,,,,,,,https://twitter.com/BiharHealthDept/status/1263795597380739073,,,3.59%,0.49,489.0,28.0,119520000.0
23/05/2020,Bihar,61220.0,Tested,2344.0,,1414.0,,,,,,,,,,,,,https://t.me/indiacovid/5390?single,,https://twitter.com/BiharHealthDept/status/1264090617510006784,3.83%,0.51,512.0,26.0,119520000.0
24/05/2020,Bihar,63741.0,Tested,2507.0,,,,,,,,,,,,,,,https://twitter.com/PIB_Patna/status/1264535576906211328,,,3.93%,0.53,533.0,25.0,119520000.0
25/05/2020,Bihar,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,119520000.0
26/05/2020,Bihar,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,119520000.0
27/05/2020,Bihar,68262.0,Tested,3010.0,,,,,,,,,,,,,,,https://twitter.com/PIB_Patna/status/1265612579734347776,,,4.41%,0.57,571.0,23.0,119520000.0
28/05/2020,Bihar,70275.0,Tested,3106.0,,,,,,,,,,,,,,,https://twitter.com/PIB_Patna/status/1265962142160699393,,,4.42%,0.59,588.0,23.0,119520000.0
02/04/2020,Chandigarh,124.0,Tested,18.0,98.0,8.0,,,,,,,,,,,,,http://chdcovid19.in/,,,14.52%,0.11,105.0,7.0,1179000.0
08/04/2020,Chandigarh,184.0,Tested,18.0,162.0,,,,,,,,,,,,,,http://chdcovid19.in/,,,9.78%,0.16,156.0,10.0,1179000.0
10/04/2020,Chandigarh,223.0,Tested,19.0,199.0,4.0,,,,,,,,,,,,,http://chdcovid19.in/,,,8.52%,0.19,189.0,12.0,1179000.0
11/04/2020,Chandigarh,264.0,Tested,19.0,223.0,21.0,,,,,,,,,,,,,http://chdcovid19.in,,,7.20%,0.22,224.0,14.0,1179000.0
12/04/2020,Chandigarh,279.0,Tested,21.0,247.0,10.0,,,,,,,,,,,,,http://chdcovid19.in/,,,7.53%,0.24,237.0,13.0,1179000.0
13/04/2020,Chandigarh,296.0,Tested,21.0,263.0,11.0,,,,,,,,,,,,,http://chdcovid19.in,,,7.09%,0.25,251.0,14.0,1179000.0
14/04/2020,Chandigarh,309.0,Tested,21.0,285.0,2.0,,,,,,,,,,,,,http://chdcovid19.in,,,6.80%,0.26,262.0,15.0,1179000.0
15/04/2020,Chandigarh,317.0,Tested,21.0,293.0,2.0,,,,,,,,,,,,,http://chdcovid19.in,,,6.62%,0.27,269.0,15.0,1179000.0
16/04/2020,Chandigarh,337.0,Tested,21.0,315.0,0.0,,,,,,,,,,,,,https://twitter.com/ANI/status/1250765375874072578?s=09,,,6.23%,0.29,286.0,16.0,1179000.0
17/04/2020,Chandigarh,358.0,Tested,21.0,335.0,1.0,,,,,,,,,,,,,http://chdcovid19.in/,,,5.87%,0.3,304.0,17.0,1179000.0
18/04/2020,Chandigarh,381.0,Tested,23.0,348.0,9.0,,,,,,,,,,,,,http://chdcovid19.in/,,,6.04%,0.32,323.0,17.0,1179000.0
19/04/2020,Chandigarh,430.0,Tested,26.0,388.0,15.0,,,,,,,,,,,,,http://chdcovid19.in/,,,6.05%,0.36,365.0,17.0,1179000.0
20/04/2020,Chandigarh,453.0,Tested,26.0,417.0,9.0,,,,,,,,,,,,,http://chdcovid19.in/,,,5.74%,0.38,384.0,17.0,1179000.0
21/04/2020,Chandigarh,497.0,Tested,27.0,445.0,24.0,,,,,,,,,,,,,https://twitter.com/ANI/status/1252589665518936064/photo/1,,,5.43%,0.42,422.0,18.0,1179000.0
22/04/2020,Chandigarh,529.0,Tested,27.0,492.0,9.0,,,,,,,,,,,,,http://chdcovid19.in/,,,5.10%,0.45,449.0,20.0,1179000.0
23/04/2020,Chandigarh,599.0,Tested,27.0,557.0,14.0,,,,,,,,,,,,,http://chdcovid19.in/,,,4.51%,0.51,508.0,22.0,1179000.0
24/04/2020,Chandigarh,638.0,Tested,27.0,603.0,7.0,,,,,,,,,,,,,http://chdcovid19.in/,,,4.23%,0.54,541.0,24.0,1179000.0
25/04/2020,Chandigarh,734.0,Tested,28.0,668.0,37.0,,,,,,,,,,,,,http://chdcovid19.in/,,,3.81%,0.62,623.0,26.0,1179000.0
26/04/2020,Chandigarh,756.0,Tested,30.0,677.0,48.0,,,,,,,,,,,,,http://chdcovid19.in/,,,3.97%,0.64,641.0,25.0,1179000.0
27/04/2020,Chandigarh,843.0,Tested,40.0,777.0,25.0,,,,,,,,,,,,,http://chdcovid19.in/,,,4.74%,0.72,715.0,21.0,1179000.0
28/04/2020,Chandigarh,924.0,Tested,56.0,857.0,10.0,,,,,,,,,,,,,https://t.me/indiacovid/3457,,,6.06%,0.78,784.0,17.0,1179000.0
29/04/2020,Chandigarh,1012.0,Tested,67.0,922.0,22.0,,,,,,,,,,,,,http://chdcovid19.in/,,,6.62%,0.86,858.0,15.0,1179000.0
30/04/2020,Chandigarh,1147.0,Tested,74.0,1022.0,50.0,,,,,,,,,,,,,http://chdcovid19.in/,,,6.45%,0.97,973.0,16.0,1179000.0
01/05/2020,Chandigarh,1252.0,Tested,88.0,1131.0,32.0,,,,,,,,,,,,,http://chdcovid19.in/,,,7.03%,1.06,1062.0,14.0,1179000.0
02/05/2020,Chandigarh,1462.0,Tested,94.0,1339.0,28.0,,,,,,,,,,,,,http://chdcovid19.in/,,,6.43%,1.24,1240.0,16.0,1179000.0
03/05/2020,Chandigarh,1616.0,Tested,97.0,1491.0,27.0,,,,,,,,,,,,,https://t.me/indiacovid/3951,,,6.00%,1.37,1371.0,17.0,1179000.0
04/05/2020,Chandigarh,1678.0,Tested,102.0,1545.0,30.0,,,,,,,,,,,,,http://chdcovid19.in/,,,6.08%,1.42,1423.0,16.0,1179000.0
05/05/2020,Chandigarh,1713.0,Tested,115.0,1576.0,21.0,,,,,,,,,,,,,https://t.me/indiacovid/4059?single,,,6.71%,1.45,1453.0,15.0,1179000.0
06/05/2020,Chandigarh,1785.0,Tested,120.0,1641.0,23.0,,,,,,,,,,,,,http://chdcovid19.in/,,,6.72%,1.51,1514.0,15.0,1179000.0
07/05/2020,Chandigarh,1845.0,Tested,129.0,1698.0,17.0,,,,,,,,,,,,,http://chdcovid19.in/,,https://t.me/indiacovid/4186,6.99%,1.56,1565.0,14.0,1179000.0
08/05/2020,Chandigarh,1913.0,Tested,146.0,1748.0,18.0,,,,,,,,,,,,,http://chdcovid19.in/,,https://t.me/indiacovid/4258,7.63%,1.62,1623.0,13.0,1179000.0
09/05/2020,Chandigarh,2055.0,Tested,169.0,1871.0,14.0,,,,,,,,,,,,,https://t.me/indiacovid/4376?single,,http://chdcovid19.in/,8.22%,1.74,1743.0,12.0,1179000.0
10/05/2020,Chandigarh,2142.0,Tested,173.0,1947.0,21.0,,,,,,,,,,,,,http://chdcovid19.in/,,https://t.me/indiacovid/4443,8.08%,1.82,1817.0,12.0,1179000.0
11/05/2020,Chandigarh,2177.0,Tested,173.0,1978.0,25.0,,,,,,,,,,,,,http://chdcovid19.in/,,,7.95%,1.85,1846.0,13.0,1179000.0
12/05/2020,Chandigarh,2276.0,Tested,187.0,2069.0,19.0,,,,,,,,,,,,,http://chdcovid19.in/,,,8.22%,1.93,1930.0,12.0,1179000.0
13/05/2020,Chandigarh,2420.0,Tested,189.0,2206.0,24.0,,,,,,,,,,,,,http://chdcovid19.in/,,,7.81%,2.05,2053.0,13.0,1179000.0
14/05/2020,Chandigarh,2505.0,Tested,191.0,2299.0,15.0,,,,,,,,,,,,,http://chdcovid19.in/,,,7.62%,2.12,2125.0,13.0,1179000.0
15/05/2020,Chandigarh,2586.0,Tested,191.0,2383.0,11.0,,,,,,,,,,,,,https://t.me/indiacovid/4798,,http://chdcovid19.in/,7.39%,2.19,2193.0,14.0,1179000.0
16/05/2020,Chandigarh,2718.0,Tested,191.0,2513.0,13.0,,,,,,,,,,,,,https://t.me/indiacovid/4874,,,7.03%,2.31,2305.0,14.0,1179000.0
17/05/2020,Chandigarh,2812.0,Tested,191.0,2604.0,16.0,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/36,,http://chdcovid19.in/,6.79%,2.39,2385.0,15.0,1179000.0
18/05/2020,Chandigarh,2892.0,Tested,196.0,2663.0,32.0,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/47,,http://chdcovid19.in//,6.78%,2.45,2453.0,15.0,1179000.0
19/05/2020,Chandigarh,3031.0,Tested,199.0,2783.0,48.0,,,,,,,,,,,,,https://t.me/indiacovid/5098,,http://chdcovid19.in//,6.57%,2.57,2571.0,15.0,1179000.0
21/05/2020,Chandigarh,3369.0,Tested,216.0,3125.0,27.0,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/89,,http://chdcovid19.in//,6.41%,2.86,2858.0,16.0,1179000.0
22/05/2020,Chandigarh,3531.0,Tested,219.0,3234.0,77.0,,,,,,,,,,,,,https://t.me/indiacovid/5325,,http://chdcovid19.in//,,,,,
23/05/2020,Chandigarh,3749.0,Tested,225.0,3390.0,133.0,,,,,,,,,,,,,https://t.me/indiacovid/5389?single,,http://chdcovid19.in//,,,,,
24/05/2020,Chandigarh,3904.0,Tested,238.0,3514.0,151.0,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/141,,http://chdcovid19.in//,,,,,
25/05/2020,Chandigarh,4089.0,Tested,266.0,3695.0,127.0,,,,,,,,,,,,,https://t.me/indiacovid/5512,,http://chdcovid19.in/,,,,,
26/05/2020,Chandigarh,4207.0,Tested,278.0,3828.0,100.0,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/165,,http://chdcovid19.in/,,,,,
27/05/2020,Chandigarh,4332.0,Tested,279.0,3991.0,61.0,,,,,,,,,,,,,https://t.me/indiacovid/5627,,,,,,,
28/05/2020,Chandigarh,4467.0,Tested,289.0,4138.0,39.0,,,,,,,,,,,,,https://t.me/indiacovid/5710,,,,,,,
29/05/2020,Chandigarh,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,Chhattisgarh,1232.0,Tested,9.0,921.0,302.0,,,,,,,,,,,,,http://www.cghealth.nic.in/cghealth17/,,,0.73%,0.04,43.0,137.0,28724000.0
10/04/2020,Chhattisgarh,3473.0,Tested,18.0,3322.0,133.0,,,,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHINDI_10042020.pdf,,,0.52%,0.12,121.0,193.0,28724000.0
11/04/2020,Chhattisgarh,3858.0,Tested,18.0,3503.0,337.0,,,,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/RevisedMediaBulletinHINDI_11042020.pdf,,,0.47%,0.13,134.0,214.0,28724000.0
12/04/2020,Chhattisgarh,3945.0,Tested,31.0,3856.0,58.0,,,,,,,,,,,,,http://cghealth.nic.in/cghealth17/,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHINDI_12042020.pdf,0.79%,0.14,137.0,127.0,28724000.0
13/04/2020,Chhattisgarh,4377.0,Tested,31.0,3969.0,377.0,,,,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHINDI_13042020.pdf,,,0.71%,0.15,152.0,141.0,28724000.0
14/04/2020,Chhattisgarh,4812.0,Tested,33.0,4319.0,469.0,,,,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHINDI_14042020.pdf,,,0.69%,0.17,168.0,146.0,28724000.0
15/04/2020,Chhattisgarh,5122.0,Tested,33.0,4878.0,211.0,,,,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHINDI_15042020.pdf,,,0.64%,0.18,178.0,155.0,28724000.0
16/04/2020,Chhattisgarh,5519.0,Tested,33.0,5168.0,318.0,,,,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHINDI_16042020.pdf,,,0.60%,0.19,192.0,167.0,28724000.0
17/04/2020,Chhattisgarh,5776.0,Tested,36.0,5484.0,256.0,,,,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHINDI_18042020.pdf,,,0.62%,0.2,201.0,160.0,28724000.0
18/04/2020,Chhattisgarh,5776.0,Tested,36.0,5484.0,256.0,,,,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/mediaBulletinHindi_18042020.pdf,,,0.62%,0.2,201.0,160.0,28724000.0
19/04/2020,Chhattisgarh,6675.0,Tested,36.0,6086.0,553.0,,,,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/mediaBulletinHindi_19042020.pdf,,,0.54%,0.23,232.0,185.0,28724000.0
20/04/2020,Chhattisgarh,7601.0,Tested,36.0,7029.0,536.0,,256.0,Centre,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_20042020.pdf,,,0.47%,0.26,265.0,211.0,28724000.0
21/04/2020,Chhattisgarh,8272.0,Tested,36.0,7555.0,681.0,,,,,,,,,,,,,http://cghealth.nic.in/cghealth17/,,,0.44%,0.29,288.0,230.0,28724000.0
22/04/2020,Chhattisgarh,9220.0,Tested,36.0,8296.0,888.0,,,,,,,,,,,,,http://cghealth.nic.in/cghealth17/,,,0.39%,0.32,321.0,256.0,28724000.0
23/04/2020,Chhattisgarh,10346.0,Tested,36.0,9206.0,1104.0,,327.0,Centre,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletinHindi_23042020.pdf,,,0.35%,0.36,360.0,287.0,28724000.0
24/04/2020,Chhattisgarh,11386.0,Tested,36.0,10213.0,1137.0,,332.0,Centre,,,,,,,,,,http://cghealth.nic.in/cghealth17/Information/content/CORONA/MediaBulletin_24042020.pdf,,,0.32%,0.4,396.0,316.0,28724000.0
